index,positive_score,tags,is_controversial,text
0,0.7,"['陈凯歌', '江郎才尽']",True,陈凯歌可以靠它吃两辈子饭了，现在看来江郎才尽也情有可原
0,0.7,"['象征意义', '情感']",False,陈凯歌可以靠它吃两辈子饭了，现在看来江郎才尽也情有可原
0,0.7,"['历史', '审判', '台词']",True,陈凯歌可以靠它吃两辈子饭了，现在看来江郎才尽也情有可原
0,1.0,['最爱'],False,陈凯歌可以靠它吃两辈子饭了，现在看来江郎才尽也情有可原
0,0.9,"['历史', '英雄']",False,陈凯歌可以靠它吃两辈子饭了，现在看来江郎才尽也情有可原
0,0.9,"['角色分析', '情感', '京剧']",False,陈凯歌可以靠它吃两辈子饭了，现在看来江郎才尽也情有可原
0,0.9,"['张国荣', '人生', '悲剧']",False,陈凯歌可以靠它吃两辈子饭了，现在看来江郎才尽也情有可原
0,0.9,"['角色', '经典']",False,陈凯歌可以靠它吃两辈子饭了，现在看来江郎才尽也情有可原
0,0.9,"['经典', '胶片']",False,陈凯歌可以靠它吃两辈子饭了，现在看来江郎才尽也情有可原
0,0.6,"['菊仙', '角色分析']",False,陈凯歌可以靠它吃两辈子饭了，现在看来江郎才尽也情有可原
0,0.9,"['推荐', '高评价']",False,陈凯歌可以靠它吃两辈子饭了，现在看来江郎才尽也情有可原
0,0.7,"['爱情', '台词']",False,陈凯歌可以靠它吃两辈子饭了，现在看来江郎才尽也情有可原
0,0.2,"['剧情', '角色分析', '文革背景']",True,陈凯歌可以靠它吃两辈子饭了，现在看来江郎才尽也情有可原
1,1.0,['喜爱'],False,他竟当面一语点破：虞姬是真虞姬，霸王是假霸王。
1,0.3,"['社会', '反思']",True,他竟当面一语点破：虞姬是真虞姬，霸王是假霸王。
1,0.9,"['原著改编', '角色塑造']",False,他竟当面一语点破：虞姬是真虞姬，霸王是假霸王。
1,1.0,"['赞美', '中国电影']",False,他竟当面一语点破：虞姬是真虞姬，霸王是假霸王。
1,0.4,"['角色设定', '表演', '艺术坚持']",True,他竟当面一语点破：虞姬是真虞姬，霸王是假霸王。
1,1.0,"['国产最佳', '经典']",False,他竟当面一语点破：虞姬是真虞姬，霸王是假霸王。
1,1.0,['史诗'],False,他竟当面一语点破：虞姬是真虞姬，霸王是假霸王。
1,0.8,"['中国电影', '历史意义']",True,他竟当面一语点破：虞姬是真虞姬，霸王是假霸王。
1,0.8,"['人生', '经典']",False,他竟当面一语点破：虞姬是真虞姬，霸王是假霸王。
1,0.9,"['张国荣', '电影']",False,他竟当面一语点破：虞姬是真虞姬，霸王是假霸王。
1,0.9,"['张国荣', '爱情', '经典']",False,他竟当面一语点破：虞姬是真虞姬，霸王是假霸王。
1,0.8,"['角色分析', '人性']",False,他竟当面一语点破：虞姬是真虞姬，霸王是假霸王。
1,0.9,"['霸王别姬', '角色分析']",False,他竟当面一语点破：虞姬是真虞姬，霸王是假霸王。
2,0.8,"['菊仙', '悲剧', '表演']",True,"不解,拍出过霸王别姬的人怎能拍出无极来"
2,0.7,['氛围'],False,"不解,拍出过霸王别姬的人怎能拍出无极来"
2,0.8,['情感'],False,"不解,拍出过霸王别姬的人怎能拍出无极来"
2,0.7,"['台词', '现实']",True,"不解,拍出过霸王别姬的人怎能拍出无极来"
2,0.3,"['陈凯歌', '无极']",True,"不解,拍出过霸王别姬的人怎能拍出无极来"
2,1.0,"['经典', '情感']",False,"不解,拍出过霸王别姬的人怎能拍出无极来"
2,0.5,"['角色分析', '时代背景', '表演']",True,"不解,拍出过霸王别姬的人怎能拍出无极来"
